,text,label
1986,"সে শাস্তি তো অনেক দেখলাম স্যার, আবরার হত্যার বিচার আজ পর্যন্ত হলো",0
1987,বর্তমানে দেশের জনগণের পক্ষে কথা বলা।আর পাগলের বিনোদন দেখা একই রকম।কারন এই জাতি বাঁশ পেতে পছন্দ করে। এই জাতিকে যে যত বেশি বাঁশ দিতে পারবে সে ততো বড় বুদ্ধিমান।,1
1988,আনন্দমোহন কলেজ থেকে ঢাকা কলেজকে সমর্থন জানাচ্ছি।,0
1989,ঠিক বলেছেন মাগির পেলারা এগোলি দেখে না না দেখে পিয়া সাহার বিরুদ্ধে তুলফার করে তারা জালেম কাফের আর হাসিনা চুরকে বলে চুরি কর গিরছ কে বলে সজাগ থাক সব মুসলিম খারাপ ইমানদার নাই,1
1990,এই বিচার না হলে সরকারের বিচার করা হবে ইনশাআল্লাহ,2
1991,যে যে মানুষটি মারা গেছে তার দায়ভার কে নিবে?? শুধু আহত ছাএদের কথা হলো আর একটা মানুষ মারা গেলো তার কথা হলো না কেন।??,0
1992,হে আল্লাহ তুমি তাদেরকে হেদায়েত দান করো। অথবা তাদের উপর গজব নাজিল কর।,2
1993,আমি জানি এটা কোন হিন্দু লোক করেনি যে করেছে সে মুসলমান একটা গন্ডগোল বাজানোর জন্য এই কাজটা করেছে যে করেছে আল্লাহ যেন তার কঠিন বিচার করে,1
1994,"এবার ভালো হয়েছে, অসৎ পুলিশ বাহিনীর শিক্ষা হওয়া উচিত, তাদের জন্য সৎ আদর্শ পুলিশের চাকুরেরা নীরবে কাঁদে।",1
1995,"কুলাঙ্গার দের শিক্ষা হয়নি,,,ওদের কলিজা অনেক বড় হয়ে গেছে,,,তোরা পালানোর জায়গা পাবি না,,,অপেক্ষা কর",1
1996,কিছু বিচার আল্লাহ তুমি তোমার আদালতে করার জন্যই তুলে রেখেছ। কারণ কোন মানব তার যথাযথ বিচার করার যোগ্যতা রাখে না। তাই আবরার হত্যার বিচার ও হয় না।তাই আমরা তোমার বিচার দিবসের মুখাপেক্ষী আমার রব।,0
1997,"ভাই,,, কয়েকদিন আগে একটা স্কুলের শিক্ষিকা বেস কয়েকজন ছাত্রীদের পিটিয়েছে, হিজাব পরার জন্য,,,, কোনো শিক্ষাপ্রতিষ্ঠানের প্রতিবাদ করতে দেখলাম না!",0
1998,ভারত সরকার এর গজব নাযিল হবে ইনশাআল্লাহ।,2
1999,এরা মিথ্যা বলতে বলতে অভ্যাসে পরিণত হয়ে গেছে।,0
2000,হিজাব পরা বন্ধ করা হোক ভারত কে হিন্দু রাষ্ট্র দেখতে চাই,2
2001,আপনি কারো উপর ভরসা না করে মহান আল্লাহ তায়ালার উপর রাখুন দেখবেন সব ঠিক হয়ে যাবে ইনশাল্লাহ.আলহামদুলিল্লাহ মাএ 7 দিনে 120+ সাবস্ক্রাইবারে একটি ছোট পরিবার। সবার সহযোগিতা কামনা করছি। ধন্যবাদ,0
2002,হাচিনার পতনের সমায় এসেছে জাগ্রত হও জনতা,1
2003,অসাধারণ নির্বাচনবিশ্ব দেখুক কি সুন্দর নির্বাচন,0
2004,পুলিশ বিজিবি কুত্তার বাচ্চাদের মেরে ফেলা উচিত।,2
2005,এই মালুর বাচ্চা স্বাধীন মত প্রকাশ করতোনা।শুধু ইসলাম কে আক্রমণ করতো,1
2006,হেলমেট বাহিনী নিরাপদ সড়ক চাই আন্দোলনে ও পুলিশের সাথে মিলে ছাত্রদের সাথে সংঘর্ষে জড়িয়েছিলো,1
2007,"সম্মানিত ভাই ও বোনেরা এটা আমার একটা ইসলামিক চেনেল এখানে ওয়াজ,গজল, কোরআন শরিফ ও অন্য অন্য ইসলামিক বিষয় তুলে ধরা হয়।তাই চেনেলটিকে সামনের দিকে এগিয়ে নিতে আপনাদের সকলের দোয়া চাই।",0
2008,"এখন এক দল লোকে বলবে এটা বিএনপি এর কাজ,আরে ভাই বিএনপি দল যারা করে তারাও তো মানুষ নাকি, আর হ্যা কোন মুসলিম এ কাজ করতে পারে না, আর বিএনপি দলে কোনো একজন হিন্দু নাই এটা আওয়ামী লীগ তোমরা যাচাই করে দেখতে পারো,আরে ভাই এমন কেনো করো তোমরা, তোমাদের কি বিবেক নাই,নাকি তোমার বাবা মা তোমাদের শিক্ষা দেয়নি...???? কথাগুলো ঘটনাকে কেন্দ্র করে বলা😡😡😡😡",1
2009,বর্তমানে বেশির ভাগ ব্যবসায়ীরা চোর.......চোরদের উচিৎশিক্ষা দেয়া দরকার.....,1
2010,কিসের বিচার এইগুলা মুসলিম দেরকে ছোট করলো সেইটা কে বিচার করবে বলতে পারবেন আছে একজন তিনি হলেন আল্লাহ,0
2011,"নিউ মার্কেটের ব্যাবসায়ী রা বেয়াদব তাদের উচিত শিক্ষা দওয়া দরকার পুলিশ ও টাকা খাইয়া ব্যাবসায়ীদের পক্ষ নিছে, পুলিশ রা কেন ছাএদের উপর টিয়ার শেল মারলো ছাএ রা কি একা দোষী ব্যাবসায়ীরা কি দুধে দোয়া তুলসি পাতা পুলিশ রা ও ব্যাবসায়ীদের সাথে জড়িত",1
2012,"ঢাকা কলেজের শিক্ষার্থীদের অসংখ্য ধন্যবাদ,নিউমার্কেটে এর ব্যবসায়ীরা জগন্ন খারাপ আচরণ করে কাস্টমারদের সাথে,,,",1
2013,৭১ এর হাতিয়ার গর্জে উঠেছে ৭৫ এর হাতিয়ারের উপর। মাইরটা আরো ভাল হতে পারত।,2
2014,ব্যবসায়ী হারামজাদা গুলার পক্ষে কোনো মানুষই বলে না। ব্যবসায়ী শালারা পাবলিকদের চরম ভোগান্তিতে ফালায় কাপড়চোপড় কিনতে গেলে। এই ব্যবসায়ী শুয়োর গুলোকে উচিত শিক্ষা দেওয়া দরকার।,2
2015,সন্ত্রালীগের হাতে আরকত মানুষকে খুন হতে হবে।,1
2016,কুত্তার লীগের দালাল,1
2017,"উগ্র আচরণের পরিনতি কখনো ভালো হয় না। বলিউড অভিনেত্রী রা অর্ধ উলঙ্গ হয়ে ক্যামেরার সামনে আসলে সেটা কোন সমস্যা না, আর একজন মুসলিম নারী হিজাব পড়লে সেটা সমস্যা হয়ে যায়??? শিক্ষা প্রতিষ্ঠানে একজন নারী হিজাব পড়লে সেটা কোন ভাবোই প্রতিষ্ঠানের শৃঙ্খলা নষ্ট করে না। আমার মনে হয় মুসলিম নারীদের পড়াশোনা থেকে দূরে রাখতে এই ষড়যন্ত্র চলছে।।।",0
2018,নিউ মার্কেট এলাকার ব্যবসায়ীদের ব্যাবহার মোটেও ভালো না আমি ও একজন ভুক্তভোগী ব্যাসায়ীদের বিচার করা হোক এবং আইনের আওতায় আনা হেক,0
2019,তাহলে বিএনপি নেতা আটক হলো কেনো 😡😡,0
2020,"যদি এই ব্যাক্তির উপযুক্ত বিচার বা শাস্তি না হয় তবে, আমরা ভেবে নিবো যে এদের সাথে ক্ষমতাসীন দলের লোক জরিত থাকতে পারে। আর এই কুলাঙ্গার যেই হউক, আমরা তার ফাসি চাই।",0
2021,এভাবে বলেছেন কেন? হিন্দু ধর্মাবলম্বীরা কষ্ট পাবে। আমরা যে যেই ধর্মীয় পরিচয় বহন করিনা কেন সেটা আমাদের পরিচয় না আমরা সবাই বাঙালি জাতি এবং বাংলাদেশী এটাই আমাদের পরিচয়। আপনাদের মতো চিন্তা ভাবনা বিশ্বাসী মানুষের কারণে সাম্প্রদায়িক সম্প্রীতির বন্ধন নষ্ট হয়। ধিক আপনাদেরকে ,0
2022,"নিউ মার্কেটের ব্যবসায়ীরা চরম বেয়াদব, ধন্যবাদ ঢাকা কলেজের ছাত্রদের।",1
2023,পায়ের কাছে রাখছে আপনি দেখছেন? গুজব ছড়াইয়েন না।আর এইটা তৃতীয় পক্ষের কাজ এইটুক শিওর থাকেন।,0
2024,পুলিশ কেন টিয়াসেল মারা হল,0
2025,আল হামদুলিল্লাহ্...প্রিয় ভিউয়ার্স আপনাদের ভালবাসায় ইসলামিক চ্যানেলটি এগিয়ে যাচ্ছে।আপনাদের একান্ত সাপোর্ট ও আল্লাহর রহমত নিয়ে অনেক দূর এগিয়ে যাবো ইনশা আল্লাহ্🌹🌹🌹🌴🌴🌴,0
2026,মেয়েটা কি সুন্দর,0
2027,ধন্যবাদ পুলিশ কর্মকর্তার ভাইদের,0
2028,নিউমার্কেট ব্যবসায়ীরা অনেক খারাপ ওদের ব্যবহার অনেক খারাপ। এদের উচিত শিক্ষা পাওয়া উচিত। ঢাকা ভার্সিটির ছেলেরা ভালো কাজ কোরেছে,1
2029,এই মাগির পোলারা মিথ্যা কথা কচ কেন,1
2030,বিশ্বজিত হত্যার বিচার কই???,0
2031,যারা ছাত্রদের উপর হামলা করেছে তাদের কাউকেই ছাড় দেয়া হবে না,1
2032,আপনারা মনে আপনাদের বাবা মায়ের জন্ম না,0
2033,ধর্মহীন শিক্ষা সমাজকে বিপর্যস্ত করে তুলবে ।,0
2034,"ছাত্র হিসেবে তারা কিন্তু এগুলো বেশি বাড়াবাড়ি করছে, ব্যবসায়ীদের সঙ্গে তাদের কিসের দ্বন্দ্ব, আমরা নাগরিক হিসেবে ছাত্র দেরকাছে এগুলা আশা করি না, আর এখনি সময়,ছাত্রদেরকে কঠোর হস্তে দমন করা উচিত।",2
2035,নাটক সবই সুন্দর বাংলাদেশের🙂,0
2036,"স্বাধীন ভাবে যদি আওয়ামিলিগের বিরুদ্ধে লেখা লেখি করি, আমাকে কেনো গেফতার করা হবে? জাতি জান্তে চায়।",0
2037,রোজার মাসের বন্ধ নাই মানুষ মানুষ হবে কবে?,0
2038,"ছিঃ সব ছাত্র লীগের সদস্য , এদেরকে বিচারের আওতায় আনা হউক । এদের কোন বিচার করবে না , বরতমান সরকারের পুলিশ বাহিনী ।",1
2039,প্রাশাসনের ভাইদের বলছি দয়া করে এই লোক কে ধরেন তাহলে জাতি আপনারদের ধন্যবাদ জানাবে। কারণ তাকে ধরলে আসল রহস্য পাওয়া যাবে।,0
2040,কি করতে পারছে সরকার কিন্তু কঠোর শাস্তি ত দেখা যায় না এরকম সহিংসতা দেশে এক টা হইলে সাধারণ জনগণ মারা যাচ্ছে সরকারের পদক্ষেপ হবে দর তক্তা মার পেরেক,0
2041,"ইচ্ছাকৃত&#39;ভাবে কোরআন শরীফ কে মূর্তির পায়ের নিছে রেখে, মূর্তির লাঠি নিয়ে গেছে । হায়রে মানুষ কি অপরাধ করেছে এই কোরান । আল্লাহ্ তোদের বিচার করুক (আমিন)।",0
2042,"পুরো খবর জুড়ে মারামারির খবর বলে, শেষে বলে শান্তিপূর্ণ ভোট হয়েছে, তাই জনগণ খুশি,, এমন বিনোদন শুধু বাঙালি মিডিয়াতে পাওয়া যায়",0
2043,কোন মন্তব্য করলাম না। অনেক কিছু বলতে ইচ্ছা করে। কি কারনে বললাম না আপনারা বুঝে নিয়েন। আল্লাহর কাছে বিচার দিলাম। আল্লাহ জেনো এই সব নাস্তিকদের বিচার করে আমিন।,0
2044,অন্যান্য মুসলিম রাষ্ট্রে তো অনেক হিন্দু আছে কই তাদের তো ধর্মীয় কোনো অধিকার ক্ষুন্ন করে না কোনো মুসলিম ভাই/বোন...,0
2045,"দোষ করেছে একজন।আর দোষ পরে পুরা মুসলিম জাতির।সে যে ধর্মের হোক না কেন তার কঠিন বিচার হওয়া দরকার,,,",0
2046,ব্রামনবারিয়ার সব পাগল,1
2047,খুবই বাজে হচ্ছে ব্যাপারটা,0
2048,এই সরকারের কাছে আর কি আশা করা যায়,0
2049,হায়রে সময় টিভি।।সত্য কে গুজব আর গুজব কে সত্য বলে।।এরা কি আসলেই মুসলিম ঘরের সন্তান।।সন্দেহ আছে।।,1
2050,কি লেখবো ভেবে পাচ্ছি না আসলে এই আওয়ামী কুলাঙ্গারদের প্রতি এতটাই ঘৃণা জন্মেছে যে এই মুশরিকের বাচ্চাদের গালি দিতেও ঘৃণা করে 🤮🤮🤧🤧👠👠👠🇮🇳👠🇮🇳👠🇮🇳👠🇮🇳👠🇮🇳👠🇮🇳👠🇮🇳👠🇮🇳👠🇮🇳👠,1
2051,"😲কি চলছে দেশে, কি শিক্ষা দেওয়া হচ্ছে তাদের, কলেজে শিক্ষার নামে চলছে কি সন্ত্রাস বাদ শিক্ষা 😥😥",0
2052,ঢাকা কলেজ বন্ধ করে দেওয়া হউক।,2
2053,"পুলিশ ছাত্রদের উপর হামলা করায়,এটা কিসের বহিঃপ্রকাশ সাধারণ জনগণ খুব ভালভাবেই জানে।",1
2054,"শিক্ষার সার্টিফিকেট আছে কিন্তু জ্ঞানের কোন সার্টিফিকেট নেই , অসংখ্য ধন্যবাদ সত্যটা সবার সামনে আনার জন্য।",0
2055,আসে পড়ালেখা করতে সুনাগরিক হতে দাদাগিরি করতে নয়। স্কুল কলেজ প্রতিষ্ঠিত হয় মানুষকে শব্দ ভদ্র নম্র বিনয়ী মানুষ হওয়ার জন্য।,0
2056,বাংলাদেশ বিশ্বে সাম্প্রদায়িক সম্প্রীতির এক রোল মডেল তাই বাংলাদেশের সাম্প্রদায়িক সম্প্রীতি নষ্ট করার জন্যে এদেশের অসাধারণ উন্নয়ন কে ধুলোয় মেশাতে এটা একটা বড় ধরনের ষড়যন্ত্র। বাংলাদেশের শুনাম দেখে ভারতের হিংসা হয়। এই চক্রান্তে ভারতের আরএসএস বিজেপি অর্থ যোগান দিয়ে থাকতে পারিনা তাও তদন্ত করে দেখা উচিত।,1
2057,"সব জায়গায় রাজনীতি কে টানবেন না আল্লাহ আপনি এদেরকে হেদায়েত দেন না হয়তো এদেরকে ধ্বংস করে দেন,,",2
2058,মারা গেছে কি সে কথা বলেন,0
2059,সব চোর একসাথে,1
2060,আগের জুগে এলাকার মাতাবররাই বিচার করতো এখন পুলিশেও পারে না কারন এলাকাই দল বানাই রাখছে সরকার,1
2061,আবরার হত্যার বিচার হবে কবে??,0
2062,নিউমার্কেট দোকান মালিক দের ই সমস্যা বেশি ।এরা একটু হলেই সাধারণ মানুষের সাথে খুবই বাজে আচরণ করে থাকে ।যা মোটেই গ্রহণযোগ্য নয়।,0
2063,"যারা বলেন ধর্ম জার জার উৎসব সবার, তাহলে আজ থেকে এটাও বলুন, বউ জার জার ভোগ করবে সবাই,তাহলে সমাজের সব মানুষর জন্য ভাল হবে,",1
2064,অভিজিৎ এর মত কুত্তারে মারাতেই এত্ত কিছুঅথচ আবরার এর মত সোনার খনি ছাত্রলীগ খায়া দিলো...তার কোনো বিচার হইলো না😫,1
2065,এক নিউজে বলল ব্যবসায়ী ব্যবসায়ী কথাকাটাকাটির মধ্যে তর্কে একজন কলেজছাত্র জড়িয়ে এই সমস্যার সৃষ্টি হয়,0
2066,"বাংলাদেশের মানুষের মাথায় কি কিছু নেই না কি বুঝলাম না,অপরাধ কি পূজা মন্ডপ করেছে না মূর্তি করেছে যে সেখানে ভাংচুর করেছে?যে বা যারা এই কাজ করেছে তাদেরকে চিহ্নিত করার সময় কেনো দেওয়া হল না?ঘটনার সত্যতা নিশ্চিত না হয়েই অসভ্যগুলো হামলা ভাংচুর করতেচলে এসেছে।বর্বরদের দেশে জন্মানোই হচ্ছেবড় অপরাধ,।😔",0
2067,আওয়ামী লীগের জারজদের মুখে মিথ্যা কথা ছাড়া নাই। জারজের বাচ্চারাই আওয়ামী লীগ করে,1
2068,নির্বাচন বন্ধ করা হোক যে যার মতো চলাফেরা করুক চেয়ারম্যান মেম্বার এগুলো আমাদের কাজে আসে না সব সুদু গুষের আসায় বসে থাকে সরকার পারলে দেশ চালাইবো না পারলে তালেবান এসে দেশ চালাইবো,1
2069,বোন তোমাকে অনেক ধন্যবাদ,0
2070,"পুলিশ মানেই সরকার, সরকার দলীয়,ছাএলীগ আর টাকা ওয়ালাদেন দালাল",1
2071,আপনারা হলুদ সাংবাদিকতা বাদ দেন বার বার শিক্ষার্থীদের দোষ দিচ্ছেন।কিন্তু আপনাদের ভিডিও ফুটেজে দেখা যাচ্ছে ব্যবসায়ীদের সাথে এক হয়ে পুলিশ শিক্ষার্থীদের উপর হামলা করেছে। পুলিশ গুলি ও টিয়ারশেল নিক্ষেপ করেছে অনেক শিক্ষার্থী আহত হয়েছে।এদেশে সবচেয়ে বড় সন্ত্রাসী চাঁদাবাজ হচ্ছে পুলিশ পুরো শহরের সকল পুটপাতের দোকান হতে তারা টাকা নেই যার কারনে আজ এই সব ব্যবসায়ীদের কাছে মানুষ হয়রানির শিকার হয়।,1
2072,"একমাত্র বাংলাদেশই সব ধর্মের মুল্যায়ন হয় , আর ভারত একটা হিংসা পৃয় দেশ যা এশিয়া জুড়ে অশান্তি সৃষ্টি করে ।",1
2073,"ক্ষমতাসীনদের জেনে রাখার উচিত,,,, এই পৃথিবীর মালিক আল্লাহ,,,,, আশা করছি তাদের জন্য আল্লাহ কর্তৃক কঠিন থেকে কঠিনতর শাস্তি প্রদান করবে",0
2074,এমন কুত্তার বাচ্চা দের মেরে ফেলা ঠিক হয়েছে,1
2075,তুরা আরেক দালাল,1
2076,খবরটা শুনে হাসিনার খুশি হওয়ার কথা,0
2077,এই রকম পাগল কা..==.কা করে যাচ্ছে ততই মুগ্ধ হয়ে গেলাম,1
2078,কে সেই কাপুরুষ কোরআন কে অবমাননা করল আগে তাকে বের করা হউক.,1
2079,এই হারামজাদা পুলিশ ও সাংবাদিক আওয়ামী লীগের দালাল।,1
2080,ব্যাবসার নামে বাটপরি শিক্ষা দেওয়া উচিৎ,2
2081,হিন্দু মুসলিম ভাই ভাই কিন্তু রাজনীতিবিদেরা আমাদের আলাদা করার চক্রান্ত করছে।সব রাজনিতির খেলা।,0
2082,"তারা জানে,অভিযোগ হবে বিএনপির বিরুদ্ধে।",0
2083,ধন্যবাদ বাঘিনী আপু,0
2084,এই মাদারওপ মাফিয়া ভারতের দালাল হাসিনাকে জনগণ চায় না না না।,1
2085,"তাহলে আপনারা কোন ভিত্তিতে বিচার করলেন??মন্দির,মূর্তি তো ভেঙেই দিলেন,লুটপাটের কথা বাদই দিলাম",0
2086,বলে কি মানুষ মেরে সরি।হায় বুদ্ধি জীবি,0
2087,আল্লাহর ফেরেশতাও যদি বিএনপির কোন ভুল ধরে তাহলেও তারা বলবে যে সেই ফেরেশতা আওয়ামী লীগের দালাল!,0
2088,ভাই ২ নম্বর সিসি ক্যামেরা টা নিজে নিজে নড়লো কেমনে?,0
2089,ঢাকা কলেজের শিক্ষার্থীদের ওপর পুলিশ ও ব্যবসায়ীদের আক্রমণের তীব্র নিন্দা ও প্রতিবাদ জানাচ্ছি।,0
2090,এর সঠিক তদন্ত হওয়া উচিত,0
2091,এই সব পুলিশের উপর আল্লাহর গজব একদিন আসবে ইনশাআল্লাহ।,2
2092,ইসলাম কে নিয়ে কেউ বাজে কথা বললে বাংলার কোনো মুসলমান চুপ থাকবে না। কই সবাই চলো একজোট হই,0
2093,প্রত্যেকটা মুসলিম দেশের উচিত এই ইন্ডিয়া নামের রেনটির বিরুদ্ধে যুদ্ধ ঘোষণা করা,2
2094,"সিসিটিভির মুভমেন্ট এমনও হতে পারে,জানা ছিল নাতো...! বাহ্ চুদির ভাই বাহ্...",1
2095,"বিজেপি সরকার ভারতের জন্য হুমকি ও ক্ষতির কারণ হয়ে দাঁড়িয়েছে, তাদের উচিত বাংলাদেশের প্রধানমন্ত্রী শেখ হাসিনার সরকারকে অনুসরণ করা",1
2096,কি যে বলেন ভাই তাদেরকে আইনের আওতায় আনবে কেন আইনের আওতায় তো আনবে আলেমদের কোন রকম একটু দোষ ত্রুটি পেলে একদম টাটকা প্রমান সহ।,1
2097,আল্লাহ্ তুমি মুসলিমদের রক্ষা করুন।আমিন,0
2098,"সাধুবাদ জানাই ছাত্র ভাইয়েদের এই আন্দোলন কে, কারন আমি ও একজন ছাত্র, আর আমরা অন্যায় কে কখন সর্মথন করি না ✊",0
2099,কি যে একটা বাজে অবস্থা। সব অপরাধে ছাত্রলীগ জড়িত,0
2100,এই ফুটেজটা এতদিন কোথায় ছিল ভাই,0
2101,হিজাব পরিধান করা নারীর নাগরিক অধিকার পৃথিবীর কোনো দেশ। নারীর এই অধিকারে আঘাত করতে পারে না।,0
2102,ওনারদের ও একদিন হিসাবে আসতে হবে।কুরআন কে অবমাননার কোনো গুরুত্ব যাদের কাছে নাই তাদের বিচার হবে অচিরেই ইনস্আললাহ।,0
2103,বিএনপি জামায়াত কখনোই জনগণের বন্ধু হতে পারেনি বা কখনো বন্ধু হতে পারবেন না ? বিএনপি জামায়াত জোট নেতাদের একটাই চাওয়া জনগণের গাড়ি ভাংচুর করা । সরকারের বিরুদ্ধে কিছুই করতে পারে না ? শুধু মাত্র জনসাধারণের উপর অত্যাচার নির্যাতন ও জ্বালাও পোড়াও ভাংচুর করা । তার কারণে জনগণ বিরক্ত হয়ে জামায়াত বিএনপির থেকে মুখ ফিরিয়ে নিয়েছে ।,1
2104,এটা গুজব না সত্য,0
2105,বারবার হিন্দুরা মুসলমানদের ধর্ম নিয়ে তামাসা করে কেন??? কারন এদের সঠিক বিচার হয় এল জন্য। যে দেশে 90% মুসলমান তাদের এত সাহজ কোথ থেকে????,2
2106,বর্ত্তমান আর ভবিষ্যৎ এ ভোটের চিত্র এমনি হচ্ছে এবং হবে... হায়রে গনতন্ত্র,0
2107,"স্কুলের ইউনিফর্ম যেটা সেটাই পড়তে হবে সেখানে। পাঠশালায় হিন্দু, বৌদ্ধ, মুসলিম, খ্রিস্টান,আরও কত জাতি পড়তে আসে।স্কুল নিজ ধর্ম পালন করার জায়গা নয়। নিজ ধর্ম পালন করার জন্য নিজেদের ধর্মীয় প্রতিষ্ঠানে শিক্ষা গ্রহণ করতে হবে।",2
2108,আলহামদুলিল্লাহ। সাংবাদিক সাগর-রুনি হত্যাকাণ্ডের বিচার কবে হবে জানতে চাই।,0
2109,এর বিচার আল্লাহ তায়ালা,0
2110,পোশাকটা বড়োকথানয় বড়ো কথা হলো আদোরশো শিক্ষা এতো দিন তাহলে হিজব ছারাই পড়াশোন কি করে হছিলো আপনার বেবাহার আপনার পরিচয়,0
2111,ঢাকা কলেজ ও নিউ মার্কেট ব্যবসায়ীদের এই দুই গ্রুপের সংঘর্ষের বলি হওয়া নিরীহ নাহিদ হাসানের পক্ষে সবাইকে থাকার জন্য অনুরোধ করছি🙏,0
2112,হে আল্লাহ ভারতের সমস্ত মুসলিম নারী ও পুরুষকে ইসলামের শত্রুদের হাত থেকে রক্ষা কর। আল্লাহ হুমা আমিন।,0
2113,"এই সমস্থ চাঁদাবাজি, মাফিয়া পুলিশের কাছ থেকে আর কি আশা করা যায়।",1
2114,"উগ্রবাদী হিন্দুদের হেদায়েত হোক, না হয় ধ্বংস হোক 👈☝👈",2
2115,গাবরদের ব্যবহার এর চেয়ে ভালো আশাকরা যায় না আর বোন আপনাকে সম্পকে কি বলবো তার ভাসা খুঁজে পাচ্ছি না সাথে ধন্যবাদ জানাই যমুনা টেলিভিশনকে ভালো কিছু প্রচার করার জন্য...!,1
2116,সত্যপ্রকাশ করার জন্য অনেক ধন্যবাদ,0
2117,শিক্ষা ক্ষেত্রে হিজাব নিষিদ্ধ করা হোক।হিজাবের তলে সকল আকাম হয়।,2
2118,নিশ্চয়ই আল্লাহ সর্বশ্রেষ্ঠ বিচারক । কেউ না দেখলেও আল্লাহ ঠিকই দেখেন। আল্লাহ এইটার বিচার করবেন।,0
2119,তো আপনি ওরকম কাউকে চাপাতি মেরে জলদি বড় হচ্ছেন না কেন ভাইয়া?,2
2120,ও বারতের দালাল,1
2121,এরা সোনার লীগের ছেলে।আমার দলের সুযোগ্য ছেলে পুলে।এদের কোন দোষ নাই।। শিক্ষা প্রতিষ্ঠানে কেন রাজনীতি করতে হবে?? সরকারের ডাল এরা।,0
2122,"কয়েক হাজার ইসলাম ধর্মাবলম্বী বর্বরোচিত কাজ করলো হিন্দু ধর্মাবলম্বীদের সঙ্গে, তাদের প্রাণ, সম্পতি,মন্দির বিনষ্ট করে এখন প্রশাসন ইকবালকে",0
2123,শুধু শুধুই ব্যবসায়ীরা ছাত্রদের উপর হামলা করেনি এখন প্রমাণ পাইছেন,1
2124,"আওয়ামীলিগের কুত্তারা এরকমই করে সবার সাথে,,, মাগীর দালাল সব।",1
2125,বোনটিকে ধন্যবাদ,0
2126,ভাই এই ছোট্ট বোন টার পাশে একটু ধারান কোরআন গজল এবং আরও অনেক ভিডিও বানাই 💛💛,0
2127,আপনার মত লোকেরাই দেশে অশান্তি সৃষ্টি করার জন্য দায়ী। আপনারা হচ্ছেন দেশের জন্য এক প্রকার ক্ষতিকারক কিট।,1
2128,আল্লাহ এর বিচার করবে ইনশাআল্লাহ 😡😡😡,0
2129,যত সব সমস্যা সব মুসলমানদের😂 মুসলিমরা সমস্যা সৃষ্টি করে আবার পরে বলবে আমাদেরকে কেউ দেখতে পারে না 🤮,1
2130,নিজেরাই নিজেদের ধর্মকে বদনাম করছে ধর্মের নামে মানুষের ঘর ভাঙছে লুটপাট চালাচ্ছে ডাকাতি করছে গরু-ছাগল নিয়ে যাচ্ছে ধর্ষণ করছে। পুরো বিশ্বের মানুষ দেখছে ইসলাম ধর্মের আড়ালে কি চলছে বাংলাদেশে,1
2131,"একজন এর আল্লাহু আকবর ধ্বনিতে তাই এই অবস্থা স্কুল, কলেজ বন্ধ ঘোষণা করতে হচ্ছে। ১৪৪ ধারা জারি করতে হচ্ছে । কিন্তু পুরো বিশ্বের মুসলিম জাতি যদি একবার করে আল্লাহু আকবর ধ্বনি দিয়ে রাস্তায় নামে তখন কি হবে। তখন কতো ধারা জারি করবে??",0
2132,বঝতে হবে.... বর্তমানে দেশ টা ব্যবসায়ীদের যা খুশি তাই করছে।।। সরকার নিশ্চুপ কারন চরকারো চালায় তারাই,1
2133,আওমিলিগর কি খকনো কি বিচার হবেনা,0
2134,"আপনাদের মত নেতাদের সাহস নাই,,পুলিশে থাকে মাত্র কয়েক জন আর সাধারন জনগন থাকে হাজার হাজার,,,এইখানে ভয় পাওয়ার তো কোন কারণ দেখি না",0
2135,কাপুরুষের দল আসলে সত্য কে ভয় পাই।কারন তারা জানে ইসলাম ধর্ম সত্য।,1
2136,তিব্র তিব্র নিন্দা যানাই।আপনি দুধো ধোয়া তুলসি পাতা।মানুষ তো এতোই নির্বোধ কোন টা সত্য কোন টা মিথ্যা বুঝতে পারে না।কি সব মানুষ সংসদে বসতে পারে।কেন সম্প্রদায়িক সহিংস্রতা হবে না বাংলাদেশে এ রকম সাংসদ থাকলে।,0
2137,মাশআল্লাহ বোন!! তুমি মুসলিম ধর্মের গর্ব!! আমাদের শ্রেষ্ঠ নবী করীম সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম থেকে এভাবে হাজারো কাফেরদের দল ইসলাম নিয়ে নানা বাধা সৃষ্টি করেছে আর বার বার জয় হয়েছে ইসলামের!! সবথেকে শ্রেষ্ঠ ধর্ম ইসলাম!! আমি গর্বিত আমি মুসলিম!!! আল্লাহ আকবর আল্লাহু আকবর আল্লাহু আকবর!!!,0
2138,নিউ মারকেটের ব‍্যবসায়িরা খুব বাজে,0
2139,এই মালুর বাচ্চা পূজা মণ্ডপে কোরআন অবমাননা কারীর ছবি প্রকাশ বা সংবাদ প্রকাশ হয় না।মন্দিরে ঘটনার রিপোর্ট হয় মালুর ঘরে মালু।,1
2140,প্রশাসন একটা ধন্যবাদ পেতেই পারে,0
2141,বিজ্ঞানমনষ্ক?!??!!? আরে নাস্তিক বলুন... ইসলাম বিরোধী কাজকে কখনো স্বাধীন মতপ্রকাশ বলা যায় না...,1
2142,বাটপার,1
2143,খুশি মানে মহা খুশি,0
2144,আল্লাহর কাউয়ারে আর সাংবাদিকরে তুমি ধ্বংস করে দাও,2
